src_user,n_events,n_distinct_hosts,n_remote_logons,remote_ratio,is_anomalous,anomaly_score,Calculated_Risk
ANONYMOUS LOGON@C1972,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C633$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C60$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5884$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C594$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C673$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5830$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C58$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5566$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5671$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C70$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5517$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C541$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C715$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C531$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C513$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C514$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5141$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
U753@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
U791@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
U85@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5059$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C5074$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C722$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C726$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C728$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C500$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C488$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C470$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C472$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4730$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C476$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C464$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4563$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C1022$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C1$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C1005$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C751$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C758$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4426$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C440$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4412$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4417$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4419$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4369$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4379$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
C4381$@DOM1,4,1,0,0.0,False,0.1786706280930113,1.7867062809301129
