src_user,n_events,n_distinct_hosts,n_remote_logons,remote_ratio,is_anomalous,anomaly_score
ANONYMOUS LOGON@C1065,45,1,0,0.0,True,-0.10819811430473258
ANONYMOUS LOGON@C1208,4,1,0,0.0,False,0.17867062809301132
ANONYMOUS LOGON@C1529,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1624,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C1628,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1641,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1672,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1697,3,1,0,0.0,False,0.14362845818167014
ANONYMOUS LOGON@C1715,3,1,0,0.0,False,0.14362845818167014
ANONYMOUS LOGON@C1719,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1759,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C1763,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1767,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C1770,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1786,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1909,39,1,0,0.0,True,-0.09793195404964672
ANONYMOUS LOGON@C1928,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C1971,3,1,0,0.0,False,0.14362845818167014
ANONYMOUS LOGON@C1972,4,1,0,0.0,False,0.17867062809301132
ANONYMOUS LOGON@C2021,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2043,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2106,24,1,0,0.0,True,-0.05886444298118265
ANONYMOUS LOGON@C2148,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2149,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C2235,5,1,0,0.0,False,0.11620316768869854
ANONYMOUS LOGON@C2463,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2606,28,1,0,0.0,True,-0.0721682254450543
ANONYMOUS LOGON@C2626,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2634,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C2645,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C2651,9,1,0,0.0,False,0.033081276846484875
ANONYMOUS LOGON@C2679,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C2719,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2743,7,1,0,0.0,False,0.05313022515510851
ANONYMOUS LOGON@C2881,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C2918,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C2925,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C3007,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C3072,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C3244,2,1,0,0.0,False,0.1641316363781049
ANONYMOUS LOGON@C3300,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C3741,1,1,0,0.0,False,0.1599738668733292
ANONYMOUS LOGON@C3894,1,1,0,0.0,False,0.1599738668733292
